2025-06-15 10:50:54,552 | INFO | app.api.routes.uploads | User 43809163-55c0-44b5-873d-b2940bc0a553 upload: Karya Sepeda.jpg
2025-06-15 10:51:19,080 | INFO | app.api.routes.uploads | User 5d05216b-ec2a-4632-8e0b-697cd6aad2a4 upload: Karya Sepeda.jpg
2025-06-15 10:51:19,085 | WARNING | app.api.routes.uploads | Exact hash match found — upload rejected
2025-06-15 10:51:19,086 | ERROR | app.api.routes.uploads | Unexpected error during upload
Traceback (most recent call last):
  File "C:\backend\app\api\routes\uploads.py", line 61, in upload_artwork
    raise HTTPException(status_code=400, detail="Gambar sudah pernah diunggah sebelumnya (hash kembar).")
fastapi.exceptions.HTTPException: 400: Gambar sudah pernah diunggah sebelumnya (hash kembar).
2025-06-15 10:51:29,328 | INFO | app.api.routes.uploads | User 5d05216b-ec2a-4632-8e0b-697cd6aad2a4 upload: Karya Sepeda 1.jpg
2025-06-15 10:59:00,905 | INFO | app.api.routes.uploads | User 5d05216b-ec2a-4632-8e0b-697cd6aad2a4 upload file: Karya Sepeda 1.jpg
2025-06-15 15:52:23,911 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 15:54:06,348 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 15:59:41,622 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:00:33,785 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:03:58,473 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:04:02,607 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:04:05,255 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:04:31,691 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:04:39,310 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:04:42,758 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:04:47,680 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:04:53,531 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:05:04,318 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:06:02,146 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:07:35,251 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:09:59,073 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:11:43,657 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:12:14,404 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:13:46,999 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:14:05,960 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:14:41,375 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:15:21,391 | INFO | app.main | Server FastAPI dimulai...
2025-06-15 16:15:44,387 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 17:51:32,151 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 17:53:29,324 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 17:53:43,041 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 17:55:43,737 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 17:56:38,014 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 17:57:08,252 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 17:59:53,294 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 18:26:47,552 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 18:29:49,439 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 18:30:41,124 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 18:30:49,036 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 21:03:27,563 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 21:03:38,005 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 21:03:46,412 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 21:14:02,292 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 21:58:46,028 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 21:58:59,043 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 22:01:18,550 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 22:01:39,051 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 22:02:33,789 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 22:02:44,188 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 22:45:52,390 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 23:00:21,291 | INFO | app.main | Server FastAPI dimulai...
2025-06-16 23:19:36,550 | INFO | app.utils.image_similarity | Deteksi duplikat via HASH: Lukisan Pemandangan
2025-06-17 12:47:26,383 | INFO | app.main | Server FastAPI dimulai...
2025-06-17 12:54:21,432 | INFO | app.utils.image_similarity | Deteksi duplikat via HASH: Lukisan Pemandangan
2025-06-17 20:38:06,506 | INFO | app.main | Server FastAPI dimulai...
2025-06-17 20:38:56,109 | INFO | app.utils.image_similarity | Deteksi duplikat via HASH: Lukisan Pemandangan
2025-06-17 20:39:08,156 | INFO | app.utils.image_similarity | Deteksi duplikat via HASH: Lukisan Pemandangan
2025-06-17 20:45:02,654 | INFO | app.main | Server FastAPI dimulai...
2025-06-17 20:45:10,293 | INFO | app.main | Server FastAPI dimulai...
2025-06-17 20:45:17,794 | INFO | app.main | Server FastAPI dimulai...
2025-06-17 20:45:56,927 | INFO | app.main | Server FastAPI dimulai...
2025-06-17 20:46:49,022 | INFO | app.main | Server FastAPI dimulai...
2025-06-17 20:48:14,192 | INFO | app.main | Server FastAPI dimulai...
2025-06-17 21:13:10,082 | INFO | app.main | Server FastAPI dimulai...
2025-06-17 22:31:13,109 | INFO | app.main | Server FastAPI dimulai...
2025-06-18 08:43:14,309 | INFO | app.main | Server FastAPI dimulai...
2025-06-19 14:23:40,758 | INFO | app.main | Server FastAPI dimulai...
2025-06-19 14:29:34,825 | INFO | app.main | Server FastAPI dimulai...
2025-06-19 14:29:42,971 | INFO | app.main | Server FastAPI dimulai...
2025-06-19 14:30:03,214 | INFO | app.main | Server FastAPI dimulai...
2025-06-19 14:30:45,464 | INFO | app.main | Server FastAPI dimulai...
2025-06-19 14:31:17,935 | INFO | app.main | Server FastAPI dimulai...
2025-06-19 14:32:42,663 | INFO | app.main | Server FastAPI dimulai...
2025-06-19 14:32:57,810 | INFO | app.main | Server FastAPI dimulai...
2025-06-19 14:36:51,867 | INFO | app.main | Server FastAPI dimulai...
2025-06-20 11:04:58,187 | INFO | app.main | Server FastAPI dimulai...
2025-06-20 11:16:32,264 | INFO | app.main | Server FastAPI dimulai...
2025-06-20 11:16:56,316 | INFO | app.utils.image_similarity | Deteksi duplikat via HASH: Porsche 911 GT3 Rs
2025-06-20 11:17:07,737 | INFO | app.utils.image_similarity | Deteksi duplikat via HASH: Porsche 911 GT3 Rs
2025-06-23 20:19:15,266 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 20:33:42,563 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 20:33:49,506 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 21:42:08,083 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 21:42:59,313 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 21:44:38,728 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 21:45:16,956 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 21:48:44,751 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 21:54:34,438 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 21:54:50,306 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 21:55:15,020 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 22:06:37,175 | INFO | app.main | Server FastAPI dimulai...
2025-06-23 22:06:47,039 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 18:36:58,104 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 18:39:51,112 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 18:40:43,888 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 18:43:02,532 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 18:46:47,102 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 19:26:31,814 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 19:31:14,341 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 19:32:38,531 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 20:05:28,664 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 20:16:54,131 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 20:19:56,854 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 20:22:27,003 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 20:23:39,697 | INFO | app.main | Server FastAPI dimulai...
2025-06-24 20:24:05,766 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 07:21:51,746 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 07:25:37,220 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 07:25:44,104 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 07:26:09,224 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 07:26:59,727 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 18:57:54,663 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 19:07:54,173 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 19:17:58,028 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 19:20:37,330 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 19:20:47,730 | INFO | app.main | Server FastAPI dimulai...
2025-06-25 19:23:07,452 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 10:20:55,492 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 10:34:48,066 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 12:31:48,852 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:22:54,138 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:24:44,922 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:24:53,771 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:25:16,606 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:28:54,384 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:29:03,209 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:29:43,483 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:42:52,706 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:53:21,118 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:58:23,915 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:58:41,192 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:59:18,426 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 13:59:55,556 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 14:04:08,672 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 14:04:15,372 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 14:05:14,359 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 14:07:59,108 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 14:08:06,087 | INFO | app.main | Server FastAPI dimulai...
2025-06-29 19:51:52,492 | INFO | app.main | Server FastAPI dimulai...
2025-07-01 16:20:31,239 | INFO | app.main | Server FastAPI dimulai...
2025-07-01 16:21:12,788 | INFO | app.main | Server FastAPI dimulai...
2025-07-01 17:05:35,638 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 11:31:28,882 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 11:36:04,182 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 11:36:18,617 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 11:38:44,782 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 11:53:17,750 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:02:51,877 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:08:00,350 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:10:40,389 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:12:16,839 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:14:14,900 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:15:14,130 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:19:21,144 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:20:37,404 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:25:27,147 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:27:06,120 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:27:16,699 | INFO | app.main | Server FastAPI dimulai...
2025-07-03 12:27:51,760 | INFO | app.main | Server FastAPI dimulai...
